Word	Simplified	Traditional	Frequency	Pinyin	Definition
陸	陆	陸	0	liù	1. six (banker's anti-fraud numeral)
陸	陆	陸	0	lù	1. (bound form) land (as opposed to the sea)
陳	陈	陳	0	chén	1. surname Chen; 2. Chen (c. 1045 – 479 BC), a Zhou dynasty state; 3. Chen (557–589), one of the Southern Dynasties 南朝[Nan2 Chao2]
陳	陈	陳	0	chén	1. (bound form) to lay out; to exhibit; to display; 2. (bound form) to narrate; to state; to explain; to tell; 3. old; stale
限	限	限	0	xiàn	1. to limit; 2. to restrict; 3. (bound form) limit; 4. bound
陝	陕	陝	0	shǎn	1. short name for Shaanxi 陝西|陕西[Shan3 xi1]
險	险	險	0	xiǎn	1. danger; 2. dangerous; 3. rugged
陵	陵	陵	0	líng	1. mound; 2. tomb; 3. hill; 4. mountain
階	阶	階	0	jiē	1. rank or step; 2. stairs
隘	隘	隘	0	ài	1. (bound form) narrow; 2. (bound form) a defile; a narrow pass
隙	隙	隙	0	xì	1. crack; 2. crevice; 3. gap or interval; 4. loophole; 5. discord; 6. rift
障	障	障	0	zhàng	1. to block; 2. to hinder; 3. to obstruct
隧	隧	隧	0	suì	1. tunnel; 2. underground passage
雄	雄	雄	0	xióng	1. male; 2. staminate; 3. grand; 4. imposing; 5. powerful; 6. mighty; 7. person or state having great power and influence
雅	雅	雅	0	yǎ	1. elegant
集	集	集	0	jí	1. to gather; 2. to collect; 3. collected works; 4. classifier for sections of a TV series etc: episode
彫	雕	彫	0	diāo	1. variant of 雕[diao1], to engrave; 2. to carve; 3. to engrave; 4. shrewd; 5. bird of prey
雲	云	雲	0	yún	1. cloud
零	零	零	0	líng	1. zero; 2. nought; 3. zero sign; 4. fractional; 5. fragmentary; 6. odd (of numbers); 7. (placed between two numbers to indicate a smaller quantity followed by a larger one); 8. fraction; 9. (in mathematics) remainder (after division); 10. extra; 11. to wither and fall; 12. to wither
需	需	需	0	xū	1. to require; 2. to need; 3. to want; 4. necessity; 5. need
霉	霉	霉	0	méi	1. mold; 2. mildew; 3. to become moldy; 4. variant of 霉[mei2]
革	革	革	0	gé	1. animal hide; 2. leather; 3. to reform; 4. to remove; 5. to expel (from office)
鞦	秋	鞦	0	qiū	1. used in 鞦韆|秋千[qiu1 qian1]
韓	韩	韓	0	hán	1. Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄; 2. Korea from the fall of the Joseon dynasty in 1897; 3. Korea, esp. South Korea 大韓民國|大韩民国; 4. surname Han
韜	韬	韜	0	tāo	1. bow case or scabbard; 2. to hide; 3. military strategy
須	须	須	0	xū	1. must; 2. to have to; 3. to wait
顏	颜	顏	0	yán	1. surname Yan
顏	颜	顏	0	yán	1. color; 2. face; 3. countenance
願	愿	願	0	yuàn	1. (bound form) wish; hope; desire; 2. to be willing; 3. to wish (that sth may happen); may ...; 4. vow; pledge
顧	顾	顧	0	gù	1. surname Gu
顧	顾	顧	0	gù	1. to look after; to take into consideration; to attend to
須	须	須	0	xū	1. must; 2. to have to; 3. to wait; 4. beard; 5. mustache; 6. feeler (of an insect etc); 7. tassel
颼	飕	颼	0	sōu	1. to blow (as of wind); 2. sound of wind; 3. sough
食	食	食	0	shí	1. to eat; 2. food; 3. animal feed; 4. eclipse
食	食	食	0	sì	1. to feed (a person or animal)
飲	饮	飲	0	yǐn	1. to drink
飲	饮	飲	0	yìn	1. to give (animals) water to drink
飽	饱	飽	0	bǎo	1. to eat till full; 2. satisfied
餘	余	餘	0	yú	1. extra; 2. surplus; 3. remaining; 4. remainder after division; 5. (following numerical value) or more; 6. in excess of (some number); 7. residue (math.); 8. after; 9. I; 10. me; 11. variant of 餘|余[yu2], remainder
餘	馀	餘	0	yú	1. surname Yu
館	馆	館	0	guǎn	1. building; 2. shop; 3. term for certain service establishments; 4. embassy or consulate; 5. schoolroom (old)
饅	馒	饅	0	mán	1. used in 饅頭|馒头[man2 tou5]
㱃	饮	㱃	0	yǐn	1. old variant of 飲|饮[yin3]; 2. to drink
舘	馆	舘	0	guǎn	1. variant of 館|馆[guan3]; 2. building; 3. shop; 4. term for certain service establishments; 5. embassy or consulate; 6. schoolroom (old)
驅	驱	驅	0	qū	1. to expel; 2. to urge on; 3. to drive; 4. to run quickly
驗	验	驗	0	yàn	1. to examine; 2. to test; 3. to check
敺	驱	敺	0	qū	1. variant of 驅|驱[qu1]; 2. old variant of 驅|驱[qu1]; 3. to expel; 4. to urge on; 5. to drive; 6. to run quickly
騐	验	騐	0	yàn	1. variant of 驗|验[yan4]; 2. to examine; 3. to test; 4. to check
鬆	松	鬆	0	sōng	1. loose; 2. to loosen; 3. to relax; 4. floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling)
魏	魏	魏	0	wèi	1. surname Wei; 2. name of a vassal state of the Zhou dynasty from 661 BC in Shanxi, one of the Seven Hero Warring States; 3. Wei state, founded by Cao Cao 曹操[Cao2 Cao1], one of the Three Kingdoms after the Han dynasty; 4. the Wei dynasty 221–265; 5. Wei Prefecture or Wei County at various times in history
魏	魏	魏	0	wèi	1. tower over a palace gateway (old)
鳴	鸣	鳴	0	míng	1. to cry (of birds, animals and insects); 2. to make a sound; 3. to voice (one's gratitude, grievance etc)
鵲	鹊	鵲	0	què	1. magpie
黢	黢	黢	0	qū	1. black; 2. dark
皷	鼓	皷	0	gǔ	1. old variant of 鼓[gu3]; 2. drum; 3. to drum; 4. to strike; 5. to rouse; 6. to bulge; 7. to swell
鼠	鼠	鼠	0	shǔ	1. (bound form) rat; mouse
鼬	鼬	鼬	0	yòu	1. (zoology) weasel
鼻	鼻	鼻	0	bí	1. nose
齊	齐	齊	0	qí	1. (name of states and dynasties at several different periods); 2. surname Qi
齊	齐	齊	0	qí	1. neat; 2. even; 3. level with; 4. identical; 5. simultaneous; 6. all together; 7. to even sth out
齋	斋	齋	0	zhāi	1. to fast or abstain from meat, wine etc; 2. vegetarian diet; 3. study room; 4. building; 5. to give alms (to a monk)
齡	龄	齡	0	líng	1. age; 2. length of experience, membership etc
龍	龙	龍	0	lóng	1. surname Long
龍	龙	龍	0	lóng	1. Chinese dragon; loong; 2. (fig.) emperor; 3. dragon; 4. (bound form) dinosaur
